property_id,location_name,city,district,community,nearest_landmark,nearest_mall,nearest_school,nearest_hospital,nearest_beach,nearest_airport,nearest_highway,latitude,longitude,source_url,last_verified,confidence_score
42b8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.396183,55.483812,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Yasmeen%20%20Complex&pageNumber=1&pageSize=100,2026-06-24,0.86
beabdf96_e122_e911_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.399147,55.440736,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Zahir&pageNumber=1&pageSize=100,2026-06-24,0.80
02b8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.416648,55.444269,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Zahra%20Complex&pageNumber=1&pageSize=100,2026-06-24,0.80
6c1c103f_f0f0_ea11_a2c4_00155d119619,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.393745,55.457341,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al-Khour%20Tower%20C&pageNumber=1&pageSize=100,2026-06-24,0.80
eeb7dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=AL-Khour%20Towers&pageNumber=1&pageSize=100,2026-06-24,0.80
88b8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.4031616,55.4408281,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Amina%20Hospital&pageNumber=1&pageSize=100,2026-06-24,0.60
98de02ed_2222_e911_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.3924655,55.3627318,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Aqaar%20Offices&pageNumber=1&pageSize=100,2026-06-24,0.60
1ab8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.391301,55.440565,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Asayel%201&pageNumber=1&pageSize=100,2026-06-24,0.80
a0b8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.391202,55.44019,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Asayel%202&pageNumber=1&pageSize=100,2026-06-24,0.80
c05d8b0f_bab9_e911_a2bb_00155d119619,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Beach%20Residence&pageNumber=1&pageSize=100,2026-06-24,0.68
5cb8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.4063808,55.4460024,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Bloomington%20School&pageNumber=1&pageSize=100,2026-06-24,0.60
64b8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.3555014,55.4451935,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=British%20International%20School&pageNumber=1&pageSize=100,2026-06-24,0.60
54b8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Building%20materials%20Factory&pageNumber=1&pageSize=100,2026-06-24,0.60
30b8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.3907144,55.4399602,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=City%20Towers&pageNumber=1&pageSize=100,2026-06-24,0.80
04b8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.4100383,55.4434264,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Commercial%20Complex&pageNumber=1&pageSize=100,2026-06-24,0.80
16b8dd4b_0ad1_e811_a2b8_00155d119707,Ajman Corniche,Ajman,Ajman Corniche,Ajman Corniche,Ajman Corniche,unknown,unknown,unknown,Ajman Corniche waterfront,unknown,unknown,25.4025391,55.4294356,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Corniche%20Tower&pageNumber=1&pageSize=100,2026-06-24,0.80
301c3301_382a_eb11_a2c5_00155d119619,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.4145508,55.5284665,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Crown%20Private&pageNumber=1&pageSize=100,2026-06-24,0.60
aeb8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.392008,55.432314,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Crystal&pageNumber=1&pageSize=100,2026-06-24,0.80
38b8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.392169,55.432306,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Crystal%201&pageNumber=1&pageSize=100,2026-06-24,0.80
eab7dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.415972,55.442656,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Dewan%20Towers&pageNumber=1&pageSize=100,2026-06-24,0.80
836256dc_a305_f111_8407_70a8a5232028,Ajman Corniche,Ajman,Ajman Corniche,Ajman Corniche,Ajman Corniche,unknown,unknown,unknown,Ajman Corniche waterfront,unknown,unknown,unknown,unknown,https://www.aqaar.com/dusit-thani,2026-06-24,0.76
14b8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.39907,55.4488644,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Falcon%20Towers&pageNumber=1&pageSize=100,2026-06-24,0.80
34b8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.422889,55.492602,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Flamingo%20Building&pageNumber=1&pageSize=100,2026-06-24,0.80
36b8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.422889,55.492602,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Flamingo%20Villas&pageNumber=1&pageSize=100,2026-06-24,0.80
bd3ddba0_76fe_eb11_a2c8_00155d119619,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.3904705,55.4687424,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Galleria%20Mall&pageNumber=1&pageSize=100,2026-06-24,0.60
7d307ab5_a6a9_ea11_a2c3_00155d119619,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.4043442,55.5051767,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Garden%20City&pageNumber=1&pageSize=100,2026-06-24,0.80
e4b7dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.3925314,55.4386795,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Grand&pageNumber=1&pageSize=100,2026-06-24,0.86
92b8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.3899131,55.4561359,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Gulfa%20Warehouses&pageNumber=1&pageSize=100,2026-06-24,0.60
58b8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.3854902,55.4923502,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Habitat%20School&pageNumber=1&pageSize=100,2026-06-24,0.60
f4b7dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.3943883,55.4546228,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Horizon%20Towers&pageNumber=1&pageSize=100,2026-06-24,0.80
b984f548_ab76_f011_a2e0_00155d119f38,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Horizon%20University&pageNumber=1&pageSize=100,2026-06-24,0.60
50b8dd4b_0ad1_e811_a2b8_00155d119707,Masfout,Ajman,Masfout,Masfout,unknown,unknown,unknown,unknown,unknown,unknown,unknown,24.8191651,56.0701148,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Houses%20and%20Flats%20Masfoot&pageNumber=1&pageSize=100,2026-06-24,0.80
5ab8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.388406,55.4281439,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Indian%20International%20School%201&pageNumber=1&pageSize=100,2026-06-24,0.60
8ab8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Industrial%20area%20-1&pageNumber=1&pageSize=100,2026-06-24,0.60
8eb8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Industrial%20area%20-20&pageNumber=1&pageSize=100,2026-06-24,0.60
8cb8dd4b_0ad1_e811_a2b8_00155d119707,Industrial area - 3,Ajman,Industrial area - 3,Industrial area - 3,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Industrial%20area%20-3&pageNumber=1&pageSize=100,2026-06-24,0.60
8dc5f8f8_ebb3_ec11_a2bf_00155d119927,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=industrial%20area%202&pageNumber=1&pageSize=100,2026-06-24,0.60
8daed8f6_bd22_e911_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Labor%20Accommodation&pageNumber=1&pageSize=100,2026-06-24,0.60
30485a5c_911e_ec11_a2c8_00155d119619,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.3912176,55.5735183,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Lake%20Tower%20C4&pageNumber=1&pageSize=100,2026-06-24,0.60
9ab8dd4b_0ad1_e811_a2b8_00155d119707,Liwara 1,Ajman,Liwara 1,Liwara 1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.40556,55.445818,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Lewara&pageNumber=1&pageSize=100,2026-06-24,0.80
4cb8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Manama%20Flats&pageNumber=1&pageSize=100,2026-06-24,0.80
4eb8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Manama%20Shops&pageNumber=1&pageSize=100,2026-06-24,0.68
7ab8dd4b_0ad1_e811_a2b8_00155d119707,Ajman,Ajman,Ajman,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Manama%20Wedding%20Hall%20(Ajman%20Society)&pageNumber=1&pageSize=100,2026-06-24,0.60
84b8dd4b_0ad1_e811_a2b8_00155d119707,Masfout,Ajman,Masfout,Masfout,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.32375684369029,56.00780159452503,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Masfoot%20Buildings&pageNumber=1&pageSize=100,2026-06-24,0.80
a736c16e_313f_e911_a2b9_00155d119910,Masfout,Ajman,Masfout,Masfout,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.4090686,55.4411888,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Masfoot%20Plaza&pageNumber=1&pageSize=100,2026-06-24,0.76
ed194b08_59aa_f011_a2e0_00155d119f3e,Ajman Corniche,Ajman,Ajman Corniche,Ajman Corniche,Ajman Corniche,unknown,unknown,unknown,Ajman Corniche waterfront,unknown,unknown,unknown,unknown,https://www.aqaar.com/mawjan,2026-06-24,0.76
fcb24d18_ff7d_ee11_a2bf_00155d119f33,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.4157706,55.5293108,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Metropolitan%20International%20Indian%20Private%20School&pageNumber=1&pageSize=100,2026-06-24,0.60
dd64d3c4_e079_ed11_a2ba_00155d119841,Ajman,Ajman,Ajman,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.4395552,55.530421,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Mortuary%20in%20Ajman%20Cemetery&pageNumber=1&pageSize=100,2026-06-24,0.60
52b8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.3998966,55.4588738,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Musheirif%20Shops&pageNumber=1&pageSize=100,2026-06-24,0.68
b514b2db_08f8_ea11_a2c5_00155d119619,Musherif,Ajman,Musherif,Musherif,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.4005803,55.467267,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Musherif%20Villas&pageNumber=1&pageSize=100,2026-06-24,0.80
f8b7dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=New%20Gold%20Market&pageNumber=1&pageSize=100,2026-06-24,0.72
e9afbd0c_b405_ee11_a2bc_00155d119841,Musherif,Ajman,Musherif,Musherif,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.4149404,55.4652082,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=New%20Musherif%20Villas&pageNumber=1&pageSize=100,2026-06-24,0.72
bb57baca_fa02_ef11_a2c0_00155d119841,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.4180207,55.5294738,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=North%20Gate%20British%20School&pageNumber=1&pageSize=100,2026-06-24,0.60
f0b7dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.3861778,55.4586772,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Nuaiemiyah%20Towers&pageNumber=1&pageSize=100,2026-06-24,0.80
ea381dec_0c0f_ed11_a2bb_00155d119f33,Nuaimeya 3,Ajman,Nuaimeya 3,Nuaimeya 3,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Nuaimeya%203&pageNumber=1&pageSize=100,2026-06-24,0.68
70b8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.392604,55.472062,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Old%20Civil%20Defense%20(Middle%20East%20)&pageNumber=1&pageSize=100,2026-06-24,0.60
fab7dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Old%20Gold%20Market&pageNumber=1&pageSize=100,2026-06-24,0.72
0cb8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.4028244,55.4400826,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Old%20Quds&pageNumber=1&pageSize=100,2026-06-24,0.80
bd8bd1e6_0420_e911_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.4044917,55.4511638,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Orient%20Towers&pageNumber=1&pageSize=100,2026-06-24,0.80
6cb8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Preston%20shops&pageNumber=1&pageSize=100,2026-06-24,0.64
1be2d3a1_dee9_ef11_a2ce_00155d119747,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Rashidia%202&pageNumber=1&pageSize=100,2026-06-24,0.60
f2b7dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.3953086,55.4515205,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Rashidia%20Towers&pageNumber=1&pageSize=100,2026-06-24,0.80
46b8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Rawdat%20Al%20Reef%20Flats%20%26%20Shops&pageNumber=1&pageSize=100,2026-06-24,0.80
5eb8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.4032495,55.5199169,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Royal%20Academic%20School&pageNumber=1&pageSize=100,2026-06-24,0.60
ceba2b44_2322_e911_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.429185,55.5288204,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Royal%20Palaces&pageNumber=1&pageSize=100,2026-06-24,0.60
d6e426c5_e7c4_ee11_a2bf_00155d119841,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Settlement%20Project&pageNumber=1&pageSize=100,2026-06-24,0.60
4ab8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Traditional%20Houses%20-%20Al%20Manama&pageNumber=1&pageSize=100,2026-06-24,0.80
2a3a3b61_bd9f_ee11_a2bf_00155d119841,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.4130459,55.4705591,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=UM%20Khalaad%20School%20For%20Basic%20Education%20C-1&pageNumber=1&pageSize=100,2026-06-24,0.60
cab8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.4020359,55.5040687,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Waqf%20Thamer%20Saied%20Salman%20(University)&pageNumber=1&pageSize=100,2026-06-24,0.64
5a6d07a8_f7e1_ea11_a2c4_00155d119619,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Water%20Treatment%20Plant&pageNumber=1&pageSize=100,2026-06-24,0.60
62b8dd4b_0ad1_e811_a2b8_00155d119707,unknown,Ajman,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,25.3843181,55.5287715,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Wood%20Lem%20Park%20School&pageNumber=1&pageSize=100,2026-06-24,0.60
